area_name,city,latitude,longitude,place_type,pincode
Sector 6,,28.5659228,77.1717278,neighbourhood,
Sector 7,,28.5689368,77.1690722,neighbourhood,
Sector 8,,28.5722093,77.1661801,neighbourhood,
Sector 9,,28.5738236,77.1712273,neighbourhood,
Seemant Vihar,Kaushambi,28.6352273,77.325306,neighbourhood,
Shadipur,,28.6526021,77.1536389,neighbourhood,
Shahbad Muhammadpur,,28.5570477,77.0720814,neighbourhood,
Shahpura,,28.6492826,77.0895176,neighbourhood,
Shankar Market,,28.6339663,77.2237426,neighbourhood,
Shankar Range Colony,,28.5685189,77.1413231,neighbourhood,
Shanti Nagar,,28.6765853,77.1660551,neighbourhood,
Shantiniketan,,28.5770732,77.1696471,neighbourhood,
Sharda Puri,,28.6465582,77.1299605,neighbourhood,
Shashi Garden,,28.6105813,77.2946846,neighbourhood,
Shastri Nagar,,28.6439524,77.2760992,neighbourhood,
Sheetla Colony-Block - E,,28.4891325,77.0291568,neighbourhood,
Sheetla Colony-Block A,,28.4794212,77.0307659,neighbourhood,
Sheetla Colony-Block B,,28.4848796,77.0306238,neighbourhood,
Sheetla Colony-Block C,,28.4794475,77.0307277,neighbourhood,
Sheetla Colony-Block D,,28.4877652,77.0306001,neighbourhood,
Shiv Vatika,,28.7047046,77.2234392,neighbourhood,
Shiv Vihar Colony,,28.4761579,77.0346944,neighbourhood,
Shivaji Park,,28.6821672,77.2868311,neighbourhood,
Shivaji Place,,28.651657,77.1217027,neighbourhood,
Shivalik,,28.5353753,77.2081104,neighbourhood,
Shrinagar Colony,,28.6804337,77.1864679,neighbourhood,
Shumran Lines,,28.5845458,77.1219448,neighbourhood,
Siddharth Enclave,,28.5741176,77.2598593,neighbourhood,
Sihi,,28.3594634,77.3334176,neighbourhood,
Siri,,28.5478449,77.2186481,neighbourhood,
Sita Ram Bazaar,,28.6475688,77.2274607,neighbourhood,
Soami Nagar,,28.5425871,77.2242898,neighbourhood,
South Extension I,,28.5705664,77.2203844,neighbourhood,
South Extension II,,28.5668357,77.2200829,neighbourhood,
South Moti Bagh,,28.5826805,77.1696479,neighbourhood,
South Patel Nagar,,28.6446113,77.1677327,neighbourhood,
Sriniwaspuri,,28.5652204,77.2547041,neighbourhood,
Sriniwaspuri Extension,,28.5633766,77.2600597,neighbourhood,
State Bank Nagar,,28.6608882,77.094173,neighbourhood,
Subash Park Extension,,28.6778611,77.2777898,neighbourhood,
Subhash Nagar,,28.6363458,77.1152112,neighbourhood,
Sudarshan Park,,28.6614996,77.1339838,neighbourhood,
Sukhrali Enclave,,28.4825556,77.0580743,neighbourhood,
Sunder Nagar,,28.6016454,77.2421181,neighbourhood,
Sunder Vihar,,28.6630127,77.0883983,neighbourhood,
Surat Nagar Phase 1,,28.4839393,77.006288,neighbourhood,
Surat Vihar Village,,28.7512379,77.1810667,neighbourhood,
Sushant Lok 2,,28.4295392,77.0864926,neighbourhood,
Sushant Lok 3 B1 Block,,28.426041,77.0807705,neighbourhood,
Syndicate Enclave,,28.6114418,77.08739,neighbourhood,
Tagore Garden,,28.6473773,77.1122901,neighbourhood,
Tagore Garden Extension,,28.6518058,77.1150797,neighbourhood,
Taimur Nagar,,28.571889,77.2693779,neighbourhood,
Tajpur Khurd,,28.57637,77.0119969,neighbourhood,
Tara Market,,28.4985479,77.1910109,neighbourhood,
Tartarpur,,28.6454189,77.1137492,neighbourhood,
Teliwara,,28.661528,77.2148162,neighbourhood,
The Close North,,28.4143744,77.069389,neighbourhood,
The Close South,,28.4120631,77.0691794,neighbourhood,
Tibetan Colony,,28.7012532,77.2284569,neighbourhood,
Tigri,,28.5117193,77.240937,neighbourhood,
Tihar,,28.6346361,77.1071121,neighbourhood,
Tilak Nagar Industrial Area,,28.6416714,77.1047906,neighbourhood,
Tis Hazari,,28.66615,77.218115,neighbourhood,
Todapur,,28.6217303,77.1586415,neighbourhood,
Tughlakabad Extension,,28.5228329,77.2590819,neighbourhood,
Tyagraj Nagar,,28.5777561,77.2193941,neighbourhood,
Uday Park,,28.5603016,77.219519,neighbourhood,
Udyog Vihar Phase 4,,28.5036942,77.0687273,neighbourhood,
Udyog Vihar Phase V,,28.5068236,77.08328,neighbourhood,
Upper Shankar Vihar,,28.5585666,77.1417259,neighbourhood,
Vakilpura,,28.6521435,77.2322489,neighbourhood,
Valmiki Colony,,28.6669717,77.2608716,neighbourhood,
Vatika City,,28.4054755,77.0455159,neighbourhood,
Victoria Gardens,,28.7059349,77.1774144,neighbourhood,
Vidya Vihar,,28.6906801,77.0986228,neighbourhood,
Vidyut Vihar,,28.5799864,77.265345,neighbourhood,
Vijay Colony,Delhi,28.7590883,77.1729216,neighbourhood,
Vijay Enclave,,28.6065795,77.0798753,neighbourhood,
Vijay Mandal Enclave Block 5,,28.5408766,77.2043309,neighbourhood,
Vijay Nagar,,28.6915564,77.2016914,neighbourhood,
Vikram Vihar,,28.564122,77.2372705,neighbourhood,
Vikrant Enclave,,28.6318519,77.1183007,neighbourhood,
Vinobapuri,,28.5669763,77.2491906,neighbourhood,
Vir Nagar Jain Colony,,28.68512,77.1937884,neighbourhood,
Vishal Enclave,,28.6488744,77.118899,neighbourhood,
Vishnu Garden,,28.6524333,77.1000592,neighbourhood,
Vishwakarma Colony,,28.5010357,77.2858299,neighbourhood,
Vishwas Nagar,,28.6644357,77.29496,neighbourhood,
Vivekanand Puri,,28.6683529,77.1865122,neighbourhood,
Ware Housing Scheme Block 2,,28.6421808,77.1384368,neighbourhood,
Ware Housing Scheme Furniture Block,,28.6457969,77.1418078,neighbourhood,
Wazir Nagar,,28.5704987,77.2255192,neighbourhood,
West Block,,28.567071,77.1780515,neighbourhood,
West End,,28.5747614,77.1630662,neighbourhood,
West Jyoti Nagar,,28.6903206,77.2902495,neighbourhood,
West Patel Nagar,,28.6519279,77.162923,neighbourhood,
West Vinod Nagar,,28.6231348,77.2966849,neighbourhood,
Widow Colony,,28.6428823,77.0896234,neighbourhood,
Willingdon Crescent,,28.6094909,77.1953026,neighbourhood,
Yamuna Apartments,,28.5273104,77.2524573,neighbourhood,
Yogendar Vihar,,28.5645874,77.1429874,neighbourhood,
Yusuf Sarai Market,,28.5610254,77.2072802,neighbourhood,
shivji park,,28.4457036,77.0130033,neighbourhood,
A Block,,28.7280128,77.1640215,quarter,
A Block DDA Market,,28.7289007,77.1655727,quarter,
A1 Jhuggi,,28.7276891,77.1664667,quarter,
B-6,,28.7532129,77.1639649,quarter,
B-7,,28.7531342,77.1626761,quarter,
Basant Dada Patil Nagar,,28.7400739,77.1616575,quarter,
C-5,,28.7541394,77.1627065,quarter,
C-6,,28.7551329,77.1627287,quarter,
D-1,,28.7527186,77.1625778,quarter,
DDA Flats,,28.7279746,77.1639559,quarter,
Durga Chowk,,28.7421525,77.1637459,quarter,
G Block,,28.7295335,77.1776513,quarter,
Gandhi Vihar,,28.7207091,77.2142552,quarter,
Guru Nanak Dev Colony,,28.7481285,77.1713928,quarter,
H-1 Block,,28.7244926,77.1726971,quarter,
I Block,,28.7321454,77.160412,quarter,
Indra Nagar,,28.7150029,77.1721138,quarter,
Indraprastha Colony,,28.7568844,77.1716559,quarter,
J Block,,28.7330048,77.1619143,quarter,
K Block,,28.7322828,77.1663571,quarter,
Kalander Colony,,28.7407795,77.1625869,quarter,
MCD Flats,,28.7277808,77.1767507,quarter,
Mahendra Park,,28.7236786,77.1647212,quarter,
Maruti Kunj,,28.3593202,77.077969,quarter,
Mundka,,28.6803941,77.0304255,quarter,
Panchvati,,28.7157737,77.1734453,quarter,
Rajiv Nagar,,28.7423348,77.1604025,quarter,
Rajiv Nagar Extension,,28.748227,77.1656977,quarter,
Sanjay Enclave,,28.7314544,77.1589495,quarter,
Sultanpur,,28.4958744,77.1606444,quarter,
Swami Shraddhanand Colony,,28.7438579,77.1566579,quarter,
Swaroop Nagar Extension,,28.7522861,77.1509639,quarter,
Swaroop Vihar Extension,,28.7603678,77.1742164,quarter,
Uttam Nagar East,,28.6197132,77.0657014,quarter,
Uttam Nagar West,,28.6200146,77.0555305,quarter,
Vishwanath Puri,,28.7410429,77.1617031,quarter,
Adarsh Nagar,,28.7234751,77.175398,suburb,
Alaknanda,,28.5293364,77.2516323,suburb,
Alipur,,28.7973118,77.138667,suburb,
Anand Parbat,,28.6602309,77.1704149,suburb,
Anand Vihar,,28.641115,77.3125024,suburb,
Anangpur,,28.462523,77.2688412,suburb,
Andrews Ganj,,28.5651135,77.2280152,suburb,
Ashok Vihar,,28.6885171,77.1739339,suburb,
Ashok Vihar Phase III Extension,,28.4967161,77.0274408,suburb,
Asola,,28.4530528,77.1847701,suburb,
Aterna,,28.9033077,77.1545849,suburb,
Azadpur,,28.7076568,77.1755473,suburb,
Babarpur,,28.6874305,77.2797551,suburb,
Badarpur,,28.4942102,77.3068634,suburb,
Badkhal,,28.4072934,77.2830247,suburb,
Badli,,28.7337476,77.1440045,suburb,
Barwala,,28.7613474,77.0618819,suburb,
Bawana,,28.79966,77.0328847,suburb,
Begampur,,28.7267136,77.0649345,suburb,
Begum Pur,,28.725503,77.0583706,suburb,
Bhajanpura,,28.7009399,77.2617817,suburb,
Bhalswa,,28.7454994,77.1588277,suburb,
Chanakyapuri,,28.5946775,77.1885212,suburb,
Chattarpur Farms,,28.480508,77.167252,suburb,
Chhattarpur,,28.503846,77.183032,suburb,
Chhawla,,28.5623044,77.0037102,suburb,
Chilla,,28.5847257,77.3021867,suburb,
Chirag Delhi,,28.5381411,77.2280694,suburb,
Chittaranjan Park,,28.5376883,77.2516536,suburb,
Civil Lines,,28.6806862,77.2225999,suburb,
Connaught Place,,28.6314022,77.2193791,suburb,
Defence Colony,,28.5713575,77.2330402,suburb,
Delhi Cantonment,,28.5982897,77.1234689,suburb,
Dhaula Kuan,,28.5948845,77.162261,suburb,
Dilshad Garden,,28.6806819,77.3220645,suburb,
Dwarka,,28.6007245,77.0429417,suburb,
Gandhi Nagar,,28.6587904,77.2715878,suburb,
Geeta Colony,,28.6510892,77.2749996,suburb,
Gharoli,,28.6165864,77.3319912,suburb,
Ghazipur,,28.6302608,77.3203181,suburb,
Gopal Nagar,,28.6121435,76.969781,suburb,
Govindpuri,,28.5351561,77.2637936,suburb,
Goyla Khurd,,28.585716,77.0101945,suburb,
Greater Kailash,,28.5558502,77.2438337,suburb,
Green Park,,28.5564421,77.2038699,suburb,
Hans Enclave,,28.4453686,77.0257583,suburb,
Hari Nagar,,28.6296489,77.1119344,suburb,
Hastsal,,28.6359648,77.0487636,suburb,
Hauz Khas,,28.5536023,77.1948144,suburb,
IFFCO Chowk,,28.4724299,77.0722427,suburb,
Ibrahimpur,,28.7756976,77.1766202,suburb,
Indraprastha Colony,,28.90221,76.6144986,suburb,
Indraprastha Extension,,28.6305244,77.3067569,suburb,
Industrial Area Khushkhera,,28.1188234,76.789306,suburb,
Industrial Modern Township Manesar,,28.3671851,76.920669,suburb,
Jahangir Puri,,28.7301654,77.1679057,suburb,
Jamia Nagar,,28.5687308,77.2848272,suburb,
Janakpuri,,28.6219272,77.0874757,suburb,
Jasola Vihar,,28.5427353,77.2913342,suburb,
Jhar Saitli,,28.3089991,77.3024063,suburb,
Kalkaji,,28.5469476,77.258801,suburb,
Kalyan Puri,,28.6159271,77.317636,suburb,
Kamla Nagar,,28.6806752,77.2039504,suburb,
Kanjhawala,,28.7358173,77.0043151,suburb,
Kapashera,,28.527295,77.0823049,suburb,
Karkarduma,,28.6521491,77.3014351,suburb,
Karol Bagh,,28.6529982,77.1890227,suburb,
Kewal Park,,28.7159319,77.1785625,suburb,
Khaira,,28.5964178,76.9686524,suburb,
Khajuri,,28.7067757,77.2592439,suburb,
Kidwai Nagar,,28.5724243,77.2078585,suburb,
Kirti Nagar,,28.6532807,77.1417729,suburb,
Kishangarh,,28.5194277,77.1665351,suburb,
Kundli Industrial Area,,28.8738533,77.1320358,suburb,
Lado Sarai,,28.5254347,77.1920657,suburb,
Lajpat Nagar,,28.5660924,77.2432851,suburb,
Laxmi Nagar,,28.6360238,77.2751283,suburb,
Lodhi Colony,,28.586203,77.2268576,suburb,
Lok Nayak Puram,,28.663165,77.0114594,suburb,
Mahavir Enclave,,28.600032,77.0789777,suburb,
Majnu Ka Tila,,28.6986766,77.2260118,suburb,
Malviya Nagar,,28.5339201,77.2124474,suburb,
Mandawali Fazalpur,,28.6232204,77.2889274,suburb,
Mayapuri,,28.6252818,77.1209701,suburb,
Mayur Vihar,,28.6098555,77.2926318,suburb,
Mehrauli,,28.5218262,77.1783232,suburb,
Model Town,,28.707334,77.1885231,suburb,
Moti Bagh,,28.5819215,77.1727967,suburb,
Moti Nagar,,28.6617255,77.1396062,suburb,
Mundka,,28.6819261,77.0308105,suburb,
Naharpur Rupa,,28.445846,77.0209819,suburb,
Najafgarh,,28.612304,76.9823908,suburb,
Nand Nagari,,28.6975174,77.3067991,suburb,
Nangal Kalan,,28.9001448,77.1331033,suburb,
Nangloi,,28.6827837,77.0670178,suburb,
Nangloi Extension,,28.6783051,77.0513497,suburb,
Naraina,,28.6264562,77.1349668,suburb,
Naraina Village,,28.6220547,77.1386441,suburb,
Narela,,28.8426096,77.0918354,suburb,
Nawada,,28.6243467,77.0411968,suburb,
Neb Sarai,,28.5055007,77.2014964,suburb,
Netaji Nagar,,28.5740277,77.1848215,suburb,
New Ashok Nagar,,28.5935582,77.3081345,suburb,
New Colony,,28.4662572,77.0142654,suburb,
New Friends Colony,,28.5671008,77.2697643,suburb,
New Industrial Township,,28.3962327,77.2977447,suburb,
Nizamuddin,,28.5909417,77.2423341,suburb,
Noble Enclave,,28.500922,77.0621293,suburb,
North Campus,,28.689099,77.2134707,suburb,
Okhla,,28.5597172,77.2780805,suburb,
Old Delhi,,28.6590546,77.2275892,suburb,
Old Faridabad,,28.4234963,77.3240399,suburb,
Om Nagar,,28.4500334,77.0211592,suburb,
Paharganj,,28.6414989,77.2140607,suburb,
Palam,,28.5918933,77.0828242,suburb,
Palam Vihar Extension,,28.5007712,77.0398992,suburb,
Pali,,28.3793564,77.2457099,suburb,
Paprawat,,28.5881278,76.9781796,suburb,
Paschim Vihar,,28.6695782,77.095956,suburb,
Patel Nagar,,28.6496204,77.1643638,suburb,
Pitampura,,28.6995123,77.1301047,suburb,
Preet Vihar,,28.6353835,77.2899341,suburb,
Punjabi Bagh,,28.6713863,77.1407175,suburb,
Qutub Vihar,,28.5748741,77.0273995,suburb,
ROF sector 93 Gurgaon,,28.4156048,76.931638,suburb,
Raj Nagar,,28.4480285,77.0180396,suburb,
Raj Nagar II,,28.5817533,77.0872962,suburb,
Raja Vihar,,28.7520292,77.1281939,suburb,
Rajendra Nagar,,28.6397317,77.1834115,suburb,
Rajouri Garden,,28.6451121,77.1239332,suburb,
Ram Gopal Colony,,28.8939854,76.6221056,suburb,
Ramakrishna Puram,,28.5656918,77.174646,suburb,
Rohini,,28.7162092,77.1170743,suburb,
Sadar Bazar,,28.6597744,77.2116326,suburb,
Safdarjung Enclave,,28.56502,77.1925584,suburb,
Sainik Farms,,28.5067758,77.21857,suburb,
Saket,,28.5244107,77.2137253,suburb,
Samalkha,,28.5346109,77.0894873,suburb,
Sangam Vihar,,28.5057128,77.2484672,suburb,
Sarai Rohilla,,28.6678728,77.1902673,suburb,
Sarita Vihar,,28.5334785,77.2935232,suburb,
Sarojini Nagar,,28.5744778,77.1963144,suburb,
Saroor Pur,,28.3433408,77.2681734,suburb,
Satbari,,28.4829696,77.1873236,suburb,
Sector 1,,28.5175247,77.0425692,suburb,
Sector 10,,28.4539921,77.0025297,suburb,
Sector 100,,28.4613898,76.9712708,suburb,
Sector 101,,28.4684077,76.9803787,suburb,
Sector 102,,28.4754872,76.9711747,suburb,
Sector 102A,,28.4830826,76.9779064,suburb,
Sector 103,,28.493087,76.9866453,suburb,
Sector 104,,28.4795324,76.9937197,suburb,
Sector 105,,28.4943133,77.0081378,suburb,
Sector 106,,28.5060806,76.9967796,suburb,
Sector 107,,28.506941,76.9752137,suburb,
Sector 108,,28.5128994,76.9823615,suburb,
Sector 109,,28.5109205,77.0065956,suburb,
Sector 10A,,28.4445813,77.0060231,suburb,
Sector 11,,28.4522331,77.0267159,suburb,
Sector 110,,28.5069625,77.018321,suburb,
Sector 110A,,28.5159108,77.0276475,suburb,
Sector 111,,28.5222773,77.0336203,suburb,
Sector 11A,,28.4574922,77.0325439,suburb,
Sector 12,,28.464066,77.0259664,suburb,
Sector 12A,,28.4701041,77.0315426,suburb,
Sector 13,,28.4745997,77.036719,suburb,
Sector 14,,28.473784,77.0471827,suburb,
Sector 15-I,,28.4529876,77.0376328,suburb,
Sector 15-II,,28.4614487,77.0460104,suburb,
Sector 16,,28.4687344,77.0511794,suburb,
Sector 17,,28.4758035,77.0607773,suburb,
Sector 18,,28.4913452,77.0710259,suburb,
Sector 19,,28.5030913,77.0817477,suburb,
Sector 2,,28.5090499,77.0342831,suburb,
Sector 20,,28.5107707,77.0847586,suburb,
Sector 21,,28.5143629,77.0730087,suburb,
Sector 22,,28.506318,77.0655182,suburb,
Sector 23,,28.510319,77.0530094,suburb,
Sector 23A,,28.5056942,77.0463022,suburb,
Sector 24,,28.4944811,77.1013038,suburb,
Sector 25,,28.4860888,77.084224,suburb,
Sector 25A,,28.4961217,77.0906503,suburb,
Sector 26,,28.4779375,77.1032425,suburb,
Sector 26A,,28.4703865,77.0993053,suburb,
Sector 27,,28.4646566,77.0839505,suburb,
Sector 28,,28.4741302,77.0825722,suburb,
Sector 29,,28.4669197,77.0671306,suburb,
Sector 3,,28.4973905,77.020526,suburb,
Sector 30,,28.4618719,77.05688,suburb,
Sector 31,,28.4540044,77.0497179,suburb,
Sector 32,,28.4458035,77.0413169,suburb,
Sector 33,,28.4384785,77.0251655,suburb,
Sector 34,,28.4280033,77.0115678,suburb,
Sector 35,,28.4145669,77.0018689,suburb,
Sector 36,,28.419334,76.9889256,suburb,
Sector 36A,,28.4202285,76.9719998,suburb,
Sector 36B,,28.4289846,76.9682233,suburb,
Sector 37,,28.4342681,76.999294,suburb,
Sector 37A,,28.4416645,76.9919125,suburb,
Sector 37B,,28.4333189,76.9813419,suburb,
Sector 37C,,28.4489095,76.9880502,suburb,
Sector 37D,,28.4480039,76.9697682,suburb,
Sector 38,,28.4351423,77.0403538,suburb,
Sector 39,,28.4423675,77.0504724,suburb,
Sector 3A,,28.4809525,77.0090778,suburb,
Sector 4,,28.4750063,77.0103535,suburb,
Sector 40,,28.4500427,77.0577093,suburb,
Sector 41,,28.4569188,77.0646046,suburb,
Sector 42,,28.4558973,77.1084759,suburb,
Sector 43,,28.4548735,77.0858864,suburb,
Sector 44,,28.4507064,77.0738281,suburb,
Sector 45,,28.4449004,77.0663545,suburb,
Sector 46,,28.4359133,77.0584045,suburb,
Sector 47,,28.4251572,77.0475128,suburb,
Sector 48,,28.4104903,77.0394627,suburb,
Sector 49,,28.4128851,77.0498362,suburb,
Sector 5,,28.4803924,77.0190946,suburb,
Sector 50,,28.4166536,77.0611745,suburb,
Sector 51,,28.4287011,77.0666877,suburb,
Sector 52,,28.4368166,77.0795276,suburb,
Sector 52A,,28.4396186,77.0905891,suburb,
Sector 53,,28.4415191,77.096805,suburb,
Sector 54,,28.4421059,77.1112654,suburb,
Sector 55,,28.4274166,77.1097538,suburb,
Sector 56,,28.4253232,77.0985157,suburb,
Sector 57,,28.4232478,77.0804487,suburb,
Sector 58,,28.31551,77.3011467,suburb,
Sector 59,,28.4030162,77.1066682,suburb,
Sector 6,,28.4753259,77.0258279,suburb,
Sector 60,,28.3985617,77.0978276,suburb,
Sector 61,,28.4110188,77.0963685,suburb,
Sector 62,,28.407697,77.0823781,suburb,
Sector 63,,28.3964476,77.086498,suburb,
Sector 64,,28.3914643,77.0761983,suburb,
Sector 65,,28.4030162,77.0695893,suburb,
Sector 66,,28.3974292,77.0538823,suburb,
Sector 67,,28.3864052,77.0598046,suburb,
Sector 68,,28.388897,77.0459859,suburb,
Sector 69,,28.3960701,77.0372311,suburb,
Sector 70,,28.3947261,77.0223138,suburb,
Sector 70A,,28.3846684,77.0220391,suburb,
Sector 71,,28.4064564,77.0233125,suburb,
Sector 72,,28.4159257,77.0290772,suburb,
Sector 72A,,28.4233234,77.0187775,suburb,
Sector 73,,28.4088081,77.0161691,suburb,
Sector 74,,28.4110081,77.0101209,suburb,
Sector 74A,,28.4108506,76.9991194,suburb,
Sector 75,,28.3964476,77.0065896,suburb,
Sector 75A,,28.4004545,76.9944537,suburb,
Sector 76,,28.3910112,76.9900243,suburb,
Sector 77,,28.3832337,76.982557,suburb,
Sector 78,,28.3725283,76.9702955,suburb,
Sector 8,,28.4598966,77.0198043,suburb,
Sector 80,,28.3702173,76.9611159,suburb,
Sector 81,,28.3873647,76.9475835,suburb,
Sector 81A,,28.3810438,76.9513146,suburb,
Sector 82,,28.3931076,76.9588762,suburb,
Sector 82A,,28.3858766,76.9639317,suburb,
Sector 83,,28.3981087,76.9732873,suburb,
Sector 84,,28.4082289,76.9630245,suburb,
Sector 85,,28.403652,76.9531428,suburb,
Sector 86,,28.3981205,76.9411257,suburb,
Sector 87,,28.3922194,76.9291703,suburb,
Sector 88,,28.4219647,76.9568078,suburb,
Sector 88A,,28.4337898,76.9539433,suburb,
Sector 88B,,28.4420223,76.9538495,suburb,
Sector 89,,28.4184455,76.9457567,suburb,
Sector 9,,28.4621791,77.0000718,suburb,
Sector 90,,28.4069974,76.9365562,suburb,
Sector 91,,28.4007588,76.9210802,suburb,
Sector 92,,28.4089049,76.9155232,suburb,
Sector 94,,28.4219647,76.9297711,suburb,
Sector 95,,28.4149443,76.9114892,suburb,
Sector 97,,28.4092824,76.8805901,suburb,
Sector 99,,28.4645549,76.9628585,suburb,
Sector 99A,,28.4554059,76.9510278,suburb,
Sector 9A,,28.4690266,76.9962811,suburb,
Sector 9B,,28.4563803,76.981012,suburb,
Sector-6,,28.5944533,76.6610259,suburb,
Sector-7,,28.5946532,76.6665621,suburb,
Sector-8,,28.6086211,76.6712279,suburb,
Seelampur,,28.6706535,77.264356,suburb,
Sersa,,28.8687308,77.1439607,suburb,
Shahdara,,28.6773038,77.2903467,suburb,
Shaheen Bagh,,28.5466419,77.3008128,suburb,
Shahpur Jat,,28.5483303,77.214104,suburb,
Shakarpur,,28.628076,77.2793769,suburb,
Shalimar Bagh,,28.7081295,77.1611881,suburb,
Shankar Vihar,New Delhi,28.5401769,77.1319952,suburb,
Shivaji Nagar,,28.4552808,77.0237905,suburb,
Shyam Vihar,,28.5917192,77.0000946,suburb,
Siraspur,,28.7580543,77.1297995,suburb,
South Dwarka,Gurugram,28.531436,77.0149353,suburb,
South Extension,,28.5681089,77.2221923,suburb,
Sultanpuri,,28.6996553,77.0662843,suburb,
Surajkund,,28.4859401,77.2846019,suburb,
Swaroop Nagar,,28.7596436,77.1516935,suburb,
Tau Colony,,28.89494,76.6277486,suburb,
Tilak Nagar,,28.8904078,76.6185024,suburb,
Trilok Puri,,28.6066755,77.3087767,suburb,
Tughlakabad,,28.5126328,77.2670313,suburb,
Uttam Nagar,,28.6215226,77.0611064,suburb,
Vasant Kunj,,28.5292495,77.1541335,suburb,
Vasant Vihar,,28.5602932,77.1628475,suburb,
Vikaspuri,,28.638643,77.0731382,suburb,
Vivek Vihar,,28.668035,77.3194706,suburb,
Wazirabad,,28.7297608,77.2212803,suburb,
Yamuna Vihar,,28.700372,77.2727728,suburb,
Ballabgarh,,28.3286134,77.3238914,town,
Chandhat,,28.122339,77.4465124,town,
Chhara,,28.6967982,76.7162111,town,
Dharuhera,,28.2055216,76.7953099,town,
Farrukhnagar,,28.4479606,76.8229285,town,
Gannaur,,29.133324,77.0176378,town,
Gohana,,29.1372166,76.7045205,town,
Haileymandi,,28.350751,76.7573547,town,
Jhajjar,,28.6066833,76.6580764,town,
Kharkhoda,,28.8777329,76.9118034,town,
Mohna,,28.2228843,77.4447889,town,
Nuh,,28.1033372,77.0047993,town,
Pataudi,,28.325914,76.7787023,town,
Sohna,,28.2459908,77.0670992,town,
Taoru,,28.1907774,76.9404573,town,
Tapukara,,28.1106824,76.8313589,town,
Tauru,,28.2109261,76.9506404,town,
Tigaon,,28.3508902,77.3965287,town,
Abhyapur,,28.2941534,77.1137911,village,
Adupur,,28.1550154,77.239421,village,
Aherwa,,28.1077963,77.2561168,village,
Ahulana,,29.1188128,76.6460845,village,
Akoli,,28.1198331,76.7291379,village,
Alam Pur,,28.3310195,77.1888303,village,
Allika,,28.1616112,77.2564601,village,
Amarpur,,28.185785,77.4445152,village,
Amarpur Palaka,,28.2340785,77.5487136,village,
Amlaki,,28.1859363,76.8922806,village,
Amru,,28.1646261,77.2816515,village,
Asadpur Nandnaur,,29.0311072,77.133336,village,
Asan,,28.9014956,76.7705297,village,
Asaudha,,28.7507335,76.8715328,village,
Asawata,,28.1073041,77.350316,village,
Atail,,28.8389833,76.7530699,village,
Atarchata,,28.1885671,77.2073214,village,
Auchandi,,28.8203419,76.9955527,village,
Badarkha,,29.1920847,77.1561888,village,
Badh Khalsa,,28.9124559,77.1181199,village,
Badha,,28.1233153,77.2283935,village,
Badkhal village,,28.4116765,77.2828465,village,
Badli,,28.5726895,76.8100866,village,
Badraula,,28.3433861,77.4093822,village,
Baghanki,,28.3112992,76.9283932,village,
Baghola,,28.2088832,77.3063093,village,
Bahadari,,28.1685537,76.8878817,village,
Bahalgarh,,28.9586835,77.0950598,village,
Bahmanwas,,28.975151,76.6333704,village,
Bai Khera,,28.2681104,77.167736,village,
Baiyanpur,,28.9631562,77.0067041,village,
Bajghera,Gurugram,28.5279082,77.0210756,village,
Bajitpur Thakran,,28.805109,76.999294,village,
Bakheta,,28.921377,76.8105549,village,
Bakhtawar Pur,,28.8234587,77.173144,village,
Baliana,,28.8803688,76.6906721,village,
Baliyawas village,,28.4247616,77.1418067,village,
Banbeerpur,,28.1367885,76.8157196,village,
Bandapur,,28.15796,76.8843841,village,
Banker,,28.8528173,77.0767213,village,
Barahi,,28.7365039,76.895234,village,
Barauda,,29.1421914,76.6128158,village,
Bari,,29.1185195,77.0440997,village,
Baroli,,29.009918,77.1674305,village,
Barona,,28.8469009,76.8999088,village,
Barvasini,,29.0137712,76.9620062,village,
Begamabad,,28.1832506,77.5513744,village,
Bhainsraoli,,28.3647779,77.4190959,village,
Bhaipur,,28.2446268,77.5611591,village,
Bhanak Pur,,28.2902934,77.2623738,village,
Bhandwari,,28.4013263,77.1505566,village,
Bhangrola,,28.3936032,76.9095279,village,
Bhankri village,,28.3978513,77.2650404,village,
Bhaproda,,28.7367004,76.7360011,village,
Bhati Kalan,,28.4270142,77.1905625,village,
Bhigan,,29.0708379,77.0510556,village,
Bhilaka,,28.2410633,77.1867577,village,
Bhoapur,,28.3721295,77.4034427,village,
Bhodwal Majri,,29.1976437,77.014025,village,
Bholra,,28.1696319,77.5118064,village,
Bhondsi,,28.3504798,77.0618737,village,
Bhoodli,,28.1664444,76.8758333,village,
Bhowapur,,28.9281127,77.0183391,village,
Bhurja,,28.226443,77.2469472,village,
Bidhlan,,28.9493332,76.8646221,village,
Bijo Pur,,28.3048654,77.2028957,village,
Bilaspur Khurd,,28.2882747,76.8704031,village,
Bindhrauli,,28.9180265,77.0104546,village,
Bissar Akbarpur,,28.3022682,76.9477682,village,
Bohar,,28.8966197,76.6523449,village,
Burhi Bawal,,28.1045029,76.7739629,village,
Butana,,29.1888844,76.6255187,village,
Chandawli,,28.3227296,77.3481536,village,
Chandu,,28.4716038,76.9226967,village,
Chaprola,,28.2459944,77.2524919,village,
Chhajju Nagar,,28.1069445,77.370851,village,
Chirsi,,28.3850677,77.4488798,village,
Chooharpur,,28.1281408,76.9525122,village,
Dallupura Village,,28.6095434,77.3188322,village,
Damdama,,28.3074273,77.1205528,village,
