area_name,city,latitude,longitude,place_type,pincode
Darya Pur,,28.5600253,76.8290123,village,
Daryapur,,28.5526242,76.9106309,village,
Daryapur Kalan,,28.8137994,77.009453,village,
Daultalbad Village,,28.5021732,76.9916891,village,
Dayal Pur,,28.3030001,77.3883122,village,
Dera,,28.4357457,77.1758983,village,
Devlavas,,28.1568126,76.6160498,village,
Devli,,28.2285352,77.3222854,village,
Devru,,29.024791,77.0374126,village,
Dhakola,,28.3800926,77.4252006,village,
Dhamaka,,28.1084491,77.2341397,village,
Dhankot,,28.4741331,76.9571207,village,
Dhansa,,28.5561951,76.8664476,village,
Dharampur,,28.5126504,76.9787853,village,
Dhauji,,28.3412217,77.1957048,village,
Dhumas Pur,,28.3778631,77.0743235,village,
Dighal,,28.7659022,76.6322363,village,
Dohki,,28.2379627,76.6424157,village,
Dudhola,,28.2077116,77.2687651,village,
Dudnsa Palwal,,28.2543299,77.2967114,village,
Dujana,,28.6811427,76.622614,village,
Dulhera,,28.6450877,76.7867674,village,
Eakharpur,,28.3245285,76.8881789,village,
Fakaruddinka,,28.1342151,76.8731189,village,
Farizabad Missa,,28.1116572,77.4230575,village,
Fatehpur Atta,,28.3178689,77.511506,village,
Fatehpur Taga,,28.3262429,77.2390299,village,
Feroz Pur Kalan,,28.309775,77.2360893,village,
Gadpur,,28.1784464,76.8836331,village,
Gajriwas,,28.1325848,76.6177721,village,
Gandhra,,28.8303157,76.7274679,village,
Gandwa,,28.1218581,76.9297242,village,
Garhi Bala,,28.9094753,77.0099131,village,
Garhi Bohar,,28.880494,76.6468596,village,
Garhi Brahmnan,,28.9956478,76.9945927,village,
Garhi Harsaru,,28.4452309,76.9379442,village,
Gari Samastpur,,28.4290821,77.4750042,village,
Gel Pur,,28.1270474,77.2800822,village,
Ghalibpur,,28.5286469,76.8793885,village,
Ghamroj,,28.3226751,77.0579893,village,
Ghangola,,28.2618074,77.1997567,village,
Ghasauli,,29.1334126,77.1034174,village,
Ghori,,28.1504492,77.4503088,village,
Ghumanhera,,28.5325681,76.9255654,village,
Giwana,,28.9790021,76.7460659,village,
Gohna,,29.0080962,76.8279759,village,
Gorar,,28.9379595,76.8051264,village,
Gubhana,,28.6027702,76.8443068,village,
Gudha,,28.6405295,76.6406894,village,
Gurwari,,28.1355112,77.4837506,village,
Guwalda,,28.1108624,76.8932247,village,
Halalpur,,28.8645659,77.0086874,village,
Hamidpur,,28.828837,77.1477832,village,
Harphala,,28.2761962,77.2640248,village,
Harphali,,28.2631507,77.2654222,village,
Harsana Kalan,,28.9475227,77.0081865,village,
Harsana Khurd,,28.9430862,77.0207,village,
Hasanka,,28.2064236,76.6779468,village,
Hassan Pur,,28.3841752,77.0009378,village,
Hassangarh,,28.837099,76.8459138,village,
Hullaheri,,29.0276562,76.9506423,village,
Isharheri,,28.6323207,76.9332233,village,
Ismaila,,28.7956093,76.7367677,village,
Issapur,,28.5763678,76.8649547,village,
Jafarabad,,28.2644006,76.9662519,village,
Jaffarpur Kalan,,28.5898612,76.9209306,village,
Jahari,,29.0272265,77.0034474,village,
Jajru,,28.2931207,77.3103002,village,
Jakhauli,,28.9331452,77.1536316,village,
Jasaur Kheri,,28.7824722,76.862938,village,
Jasrana,,28.9593435,76.7748239,village,
Jassia,,29.0101351,76.6441604,village,
Jatmalpur,,29.0087032,76.879774,village,
Jatola,,28.2377947,77.313719,village,
Jaunpur,,28.4656042,77.1547305,village,
Jaurasi,,28.2336369,76.9138344,village,
Jharoda Kalan,,28.6532995,76.9526021,village,
Jhinjoli Village,,28.8485488,77.0051025,village,
Jhiwana,,28.1471761,76.8548369,village,
Jhuljhuli,,28.5369416,76.9023053,village,
Jhundsarai,,28.3986154,76.8742836,village,
Jodhpur,,28.111979,77.3022938,village,
Juan,,29.0661251,76.9002988,village,
Kabul Pur Mangar,,28.2914894,77.2394449,village,
Kahaksona,,28.2901058,77.0050844,village,
Kahni,,29.0144171,76.6748735,village,
Kahrani,,28.1764603,76.8680763,village,
Kair,,28.6245988,76.9178407,village,
Kakor Kalan,,29.1754303,77.1493867,village,
Kakrali,,28.1578654,77.2817802,village,
Kalvaka,,28.2549573,77.2196167,village,
Kamalpur,,28.1508119,76.6083396,village,
Kambakashpur,,28.4423267,77.4441676,village,
Kankrola,,28.3887808,76.919006,village,
Kanoli,,28.1666826,77.175384,village,
Kanonda,,28.7598793,76.9327589,village,
Karaula,,28.408558,76.7263162,village,
Karauntha,,28.8001286,76.6198579,village,
Karenda,,28.16757,76.8965935,village,
Karendi,,28.1776331,76.8966579,village,
Karna,,28.1450382,77.2765445,village,
Karnawas,,28.1278435,76.6032533,village,
Karneera,,28.3156684,77.2657612,village,
Karoli,,28.1105559,76.7885948,village,
Katewada,,28.8026686,76.974949,village,
Kedli Jeeta,,28.1818203,77.1759142,village,
Khanda,,28.9195289,76.8967749,village,
Khandawli,,28.3030705,77.2862678,village,
Khandewla,,28.3825091,76.7713451,village,
Khanpur,,28.1811322,76.8095827,village,
Khanpur Kalan,,29.1607683,76.7915365,village,
Khansala,,28.8933061,76.7812468,village,
Khantavas,,28.4394448,76.8779664,village,
Kharawar,,28.8353959,76.6860624,village,
Kharhar,,28.7176807,76.7750849,village,
Kharkhauda,,28.7770664,76.7703149,village,
Khatiwas,,28.1353126,76.8517899,village,
Khera,,28.4455062,76.7889619,village,
Kheri,,28.1634327,76.9129477,village,
Kheri Sadh,,28.8587755,76.6674587,village,
Kherki,,28.3088676,76.9344997,village,
Khewra,,28.9645084,77.1262907,village,
Khijooriwas,,28.1807539,76.8254614,village,
Khohri Kalan,,28.1187733,76.8686449,village,
Khori Jamal Pur,,28.315586,77.1767203,village,
Khushkhera,,28.1181215,76.7760125,village,
Khusropur,,28.1091269,77.3343485,village,
Kiloi,,28.9474465,76.7154582,village,
Kishorepur,,28.1914211,77.2466552,village,
Kot,,28.3332926,77.1675548,village,
Kulasi,,28.7726603,76.9103458,village,
Kumaspur,,29.0017851,77.0920484,village,
Kundli,,28.8696747,77.1198167,village,
Kureshi Pur,,28.3416146,77.247705,village,
Ladpur,,28.9149319,77.0379686,village,
Ladrawan,,28.7874647,76.9366502,village,
Lagar Pur,,28.5489806,76.8306001,village,
Lahandola,,28.3529766,77.4302071,village,
Lahrara,,28.9701925,77.0099593,village,
Lala Kherli,,28.289853,77.1682948,village,
Lalpur,,28.1037079,76.7311763,village,
Lampur,,28.8511615,77.0644496,village,
Latifpur,,28.2900595,77.5102615,village,
Loharheri,,28.7838066,76.8332056,village,
Lohat,,28.5415389,76.8566366,village,
Lohsinghani,,28.2732343,77.2294607,village,
Luksar,"Tehsil Badli, District Jhajjar",28.6175934,76.8728653,village,
Machgarh,,28.3124559,77.3702294,village,
Madal Pur,,28.3253315,77.2562604,village,
Madina,,29.0977405,76.6346261,village,
Mahchana,,28.3916647,76.7476344,village,
Mahesara,,28.1201927,76.7654872,village,
Maheshpur,,28.1377796,77.2367913,village,
Mahipalpur,,28.544537,77.1279229,village,
Mahola,,28.2718126,77.2470309,village,
Mahoti,,29.1933722,77.0655066,village,
Maina,,28.8469609,76.6035614,village,
Makanpur Bangar,,28.2704827,77.5063562,village,
Makanpur Khadar,,28.2705961,77.4982023,village,
Malerna,,28.3009812,77.3228828,village,
Malikpur,,28.5508902,76.9006745,village,
Mandhawali,,28.3483682,77.4195002,village,
Mandi,,28.4397525,77.1434049,village,
Mandkol,,28.2157076,77.3534558,village,
Mandkola,,28.1371669,77.1787834,village,
Mandothi,,28.7076573,76.8206616,village,
Manduara,,28.8859728,76.9951239,village,
Manger,,28.3786997,77.1751999,village,
Manjhawali,,28.3717629,77.4734715,village,
Manoli,,28.907725,77.1798595,village,
Mattan,,28.6914414,76.7801839,village,
Mayapur,,28.1214228,76.8493223,village,
Mehlana,,28.9818189,76.956016,village,
Mehmudpur,,29.1776199,76.7109082,village,
Mira Pur,,28.2117179,77.298214,village,
Mirpur Kachh,,28.1323985,77.5131368,village,
Mitraon,,28.6074198,76.9453065,village,
Mohamadpur Ahir,,28.2763043,76.9690867,village,
Mohammadabad Kheda,,28.2567995,77.5598716,village,
Mohana,,29.0343773,76.8619851,village,
Mohatabad,,28.3748176,77.2163821,village,
Mokalwas,,28.3320268,76.8825353,village,
Mundawar,,28.2826331,77.1617551,village,
Mundhela Kalan,,28.6117902,76.8952672,village,
Mundhela Khurd,,28.617755,76.8909792,village,
Mungan,,28.9283549,76.7682981,village,
Mungeshpur,,28.8180859,76.9725458,village,
Murthal,,29.0396149,77.0894535,village,
Nagla Chandan,,28.1917614,77.5506234,village,
Nahari,,28.8657665,77.0438652,village,
Nainwal,,28.335541,76.9445962,village,
Nangal Khurd,,29.015458,77.0804632,village,
Nangla Bhikoo,,28.2251588,77.2619831,village,
Nangla Jogian,,28.2813319,77.2788403,village,
Nangla Jogian village,,28.2836874,77.2767705,village,
Nankheri,,28.5200804,76.9848244,village,
Nasirpur Bangar,,28.9354872,77.0214582,village,
Naya Gaon,,28.366831,77.0837943,village,
Nekpur,,28.3521946,77.2409329,village,
Nilauthi,,28.809733,76.8730357,village,
Nimoth,,28.2744601,77.1531361,village,
Nonand,,28.8484211,76.7174838,village,
Pahrawar,,28.8465015,76.6301066,village,
Pakasma,,28.8718384,76.7389022,village,
Pakhal,,28.3622752,77.2201875,village,
Pali,,28.3834415,77.2389914,village,
Palra,,28.3801992,77.0205161,village,
Paota,,28.3768508,77.2044045,village,
Pathredi,,28.1404971,76.8757367,village,
Phidedi,,28.2034574,76.6661172,village,
Polangi,,28.9492177,76.7581057,village,
Prithla,,28.2327939,77.2905637,village,
Purkhas,,29.109311,76.9457013,village,
Pyala,,28.2663969,77.311186,village,
Qutubgarh,,28.8010139,76.9598428,village,
Rabadka,,28.1182434,76.7481494,village,
Rahaka,,28.2619588,77.168519,village,
Rai,,28.9406343,77.0962247,village,
Rajolaka,,28.125889,77.2589921,village,
Rajpur,,29.07818,77.0232572,village,
Rajupur,,28.1703507,77.4876451,village,
Rakshera,,29.1864479,77.1065326,village,
Ramgarh,,28.7320529,77.1603457,village,
Rampur Khadar,,28.2638303,77.5114631,village,
Rampur Khader,,28.163465,77.5560951,village,
Rampur Khor,,28.1705398,77.4406957,village,
Rangpuri,,28.5400349,77.1197754,village,
Raota,,28.5241977,76.9021336,village,
Rasoi,,28.902211,77.1129761,village,
Rati Pur,,28.119905,77.2882005,village,
Rawata Mor,,28.5993966,76.9159967,village,
Rehrana,,28.104284,77.318993,village,
Rithal,,28.9920311,76.7169118,village,
Rohad,,28.7450303,76.8066321,village,
Rohna,,28.8535659,76.8783814,village,
SECTOR 77,,28.3741743,77.3642267,village,
SECTOR 78,,28.3878163,77.3642731,village,
SECTOR 79,,28.3873706,77.3502925,village,
Sadpura,,28.3711988,77.3850811,village,
Sagar Pur,,28.2761564,77.3304032,village,
Salarpur,,28.147195,76.7872238,village,
Salemsar Majra,,28.9976174,76.8661179,village,
Samaspur,Gurugram,28.426803,77.0659832,village,
Samaspur Khalsa,,28.5809677,76.9072835,village,
Samchana,,28.8375913,76.8063225,village,
Sanghi,,29.0285383,76.6132351,village,
Sarangpur,,28.5417672,76.88677,village,
Sare Kalan,,28.1414582,76.915001,village,
Saroli,,28.1729856,77.1934789,village,
Saroor Pur,,28.3449677,77.2670226,village,
Saulda,,28.6480951,76.8805432,village,
Seekri,,28.2751485,77.2865144,village,
Seekri village,,28.2790044,77.2883613,village,
Seethal,,28.1732259,76.8049907,village,
Sehrala,,28.259263,77.2376454,village,
Sehrawan,,28.3417214,76.9155156,village,
Sewli,,28.9309106,77.1276115,village,
Shah Pur Kalan,,28.2805547,77.3557592,village,
Shah Pur Khurd,,28.2788196,77.300957,village,
Shahupura,,28.3028018,77.3350055,village,
Shame Pur,,28.3198784,77.2796894,village,
Shidi Pur Lowa,,28.6381635,76.9140324,village,
Sidhraawali,,28.2653282,76.8330763,village,
Sihol,,28.1300142,77.42486,village,
Sikander Pur,,28.2180838,77.2517034,village,
Sikrona,,28.3049134,77.2539914,village,
Silana,,28.9357552,76.8448474,village,
Simli,,28.8266306,76.6111707,village,
Sirmathle,,28.2818185,77.2141566,village,
Sirohi,,28.3210931,77.180124,village,
Sisana,,28.9033001,76.8509413,village,
Softa,,28.2523166,77.278091,village,
Sohati,,28.8070445,76.938513,village,
Solra,,28.1865793,77.5133943,village,
Sona,,28.2945487,77.3587081,village,
Soondh,,28.261751,76.9868553,village,
Sotai,,28.2927976,77.3594597,village,
Sultanpur,,28.4616582,76.8700852,village,
Sunpur,,28.2866237,77.3403074,village,
Surakhpur,,28.6256536,76.9429032,village,
Tatarpur,,28.2299546,77.3145884,village,
Tedki,,28.4879763,76.9632867,village,
Teekli,,28.3558113,77.0309814,village,
Tehar,,29.0392884,76.8290551,village,
Tenther Badsahpur,,28.2976877,77.1716348,village,
Thana Kalan,,28.8856498,76.9496127,village,
Thantri,,28.1758362,77.4690627,village,
Thara,,28.1629732,76.8082952,village,
Tharu,,29.0304998,76.9885649,village,
Tikri,,28.4215792,77.0358014,village,
Udaipur,,28.1704263,76.8162346,village,
Uldepur,,29.0273769,76.99163,village,
Wazirpur,,29.1449035,76.670954,village,
पोंदरी,,28.1077264,77.1439775,village,
